denominator_00,cloudfront_00,webserver-elb_00,webserver_02,appserver-elb_00,appserver_01,rdsmysql_01,content-s3_00,webserver_09,appserver_00,rdsmysql_00,webserver_08,appserver_03,appserver_04,appserver_02,webserver_03,webserver_04,webserver_05,appserver_05,webserver_07,webserver_06,webserver_10,webserver_00,webserver_01,webserver_11
0.123142857,0.078428571,0.112333333,0,0.053,0,0.006666667,0.01025,0,0.023,0,0.083,0.019,0.02,0,0.085,0,0,0,0,0,0,0,0,0.081
0.1635,0.116625,0.112666667,0,0.055666667,0.02,0.008,0.0065,0,0,0.009,0.083,0.024,0.027,0.023,0,0.08,0,0.0225,0.079,0.095,0,0,0.084,0.083
20.38122222,20.31755556,0.12,0,0.0586,0.02,0.005,0.007,0,0.0255,0.0105,0.105,0.025,0.021,0,0.099,0.065,0,0,0.092,0,0.081,0,0,0
26.7228,26.5998,0.7044,0,0.3756,0.153,0.0175,0.0125,0.574,0.125,0.020333333,0,0.187,0.257,0,0.611,0,0,0,0,0,0.535,0.534,0,0.358
0.161285714,0.114,0.1126,0.09,0.0536,0,0.00725,0.0145,0,0.021,0.01,0,0.02,0.02,0.025,0.071,0.079,0,0.029,0,0,0,0.082,0,0
0.149875,0.10225,0.1162,0,0.0564,0,0.007,0.006,0,0,0.0105,0,0.025,0.024,0,0.09,0,0,0.023,0,0.082,0.084,0,0.083,0
0.110888889,0.066111111,0.112666667,0,0.055333333,0.026,0.005,0.009,0,0.02,0.009,0,0.022,0,0,0,0.093,0,0,0,0,0.079,0,0,0.073
0.111666667,0.070166667,0.1265,0.1,0.057,0,0.009,0.00775,0,0.028,0.012,0,0,0.024,0,0,0,0,0,0,0,0,0,0.085,0
0.093666667,0.047,0.104,0,0.037,0,0.005,0.0116,0,0,0,0,0.014,0,0,0,0,0,0,0,0,0,0.065,0,0
0.153428571,0.112714286,0.1144,0.086,0.0552,0.0245,0.0105,0.0085,0.083,0.0255,0.004666667,0,0,0.02,0,0,0,0.093,0,0,0,0,0.0815,0,0
0.109,0.065333333,0.1115,0,0.0545,0,0.005,0.008,0,0.02,0.008,0,0,0.022,0,0,0,0,0,0.082,0,0,0,0.085,0
0.116,0.0742,0.1155,0,0.05,0,0,0.006666667,0,0.019,0.0065,0,0,0.023,0,0,0,0,0,0.08,0,0.082,0,0,0
0.133666667,0.089166667,0.115333333,0.079,0.051666667,0,0.0065,0.009666667,0,0,0.01,0,0,0.023,0.02,0,0,0,0.025,0,0.082,0.083,0,0,0
0.127375,0.083625,0.112,0,0.05375,0,0.008,0.008,0,0,0.007,0,0.022,0,0.024,0.087,0.078,0.08,0.024,0,0.086,0,0,0,0
75.21775,75.17,100.1836667,0,100.12,0,0.0055,0.006,0,0,0,0,0,0,0.019,300.292,0,0.083,0,0,0,0,0.08,0,0
35.96971429,35.84714286,83.58033333,0,83.48866667,0.0185,0.005,0.0065,0,0,0.006,0,0,0,0,0,0,0,0,0,0,0.078,125.2705,0,0
11.38811111,11.329,20.309,0,20.2304,0.31,0.188666667,0.00925,50.2235,0.02,0.005,0,0,0,0,0,0,0.088,0,0.08,0,0,0,0,0.751
2.2482,2.1898,3.595666667,0,3.524666667,0,0.01,0.007,0.103,0.023,0.012666667,10.489,0,0.0704,0,0,0,0.093,0,0,0,0,0,0,0
0.130142857,0.083571429,0.123333333,0.086,0.056666667,0,0,0.0095,0,0.03,0.006666667,0,0.02,0,0,0,0,0.1,0.023,0,0.087,0,0,0,0
0.090166667,0.046333333,0.122,0,0.055,0,0,0.006,0,0,0.005,0,0,0,0,0,0,0,0.019,0,0.087,0,0,0,0
0.1664,0.1224,0.11725,0.0865,0.052,0.024,0.0065,0.008,0,0,0,0,0.0205,0.021,0,0,0,0.082,0,0.083,0,0,0,0,0
0.169428571,0.121857143,0.1242,0,0.0554,0.022666667,0.01,0.0095,0,0,0.0075,0,0,0.025,0,0.091,0.098,0.093,0.024,0.083,0,0,0,0,0
0.140875,0.092125,0.1185,0,0.0575,0,0.006,0.01075,0,0.021,0.011,0,0.022,0.038,0,0.087,0,0.084,0.022,0,0.084,0,0.099,0,0
33.95975,33.910625,90.34366667,120.313,0.056,0.019,0,0.0098,0,0,0.005,0,0,0,0,0,0,0,0,0.084,0,0,150.399,0,0
21.80485714,21.75057143,50.65,0,0.2206,0,0.018,0.00775,0,0.03,0.006,40.5595,0.158,0.093,0.122,0,0,0,0.015,0,0,0,70.57,0,0
0.150571429,0.111,0.1136,0,0.055,0.021666667,0.0065,0.0085,0.081,0,0.008333333,0,0,0.026,0.023,0.085,0,0,0,0,0,0.08,0,0,0.087
0.1354,0.0918,0.100666667,0,0.044333333,0.018,0.0075,0.011,0,0,0.008,0.069,0,0.0185,0,0.083,0,0.064,0,0,0,0,0,0,0
0.1455,0.094,0.125,0,0.062666667,0.021,0.008,0.008,0,0,0.0105,0,0,0,0,0,0,0.097,0.0285,0.086,0,0,0,0.096,0
0.133375,0.08775,0.1145,0.079666667,0.04975,0,0.0055,0.00775,0,0.023,0.0075,0.085,0.022,0.0195,0,0,0,0,0,0,0,0,0,0,0
0.102,0.057571429,0.109,0,0.0525,0.017,0,0.0066,0,0,0.0095,0,0,0,0.027,0,0,0.094,0,0,0,0,0.065,0,0
0.162625,0.117625,0.115333333,0.083,0.052666667,0.022666667,0.009,0.0125,0,0.022,0.00525,0,0.021,0.018,0,0.075,0,0,0,0.0885,0,0,0.091,0,0
0.112444444,0.067555556,0.113333333,0,0.047666667,0,0.006,0.011333333,0,0,0,0,0.016,0.02,0.022,0.079,0,0,0,0.08,0,0,0,0,0.076
0.1546,0.1052,0.124333333,0,0.06,0,0.006,0.0075,0,0,0.013,0,0,0.029,0.021,0,0,0,0.027,0.094,0,0,0,0.091,0.083
0.110571429,0.065571429,0.112,0,0.059,0,0.019,0.0162,0,0.024,0.011,0,0,0,0.03,0,0.0855,0,0,0,0,0,0,0,0
0.128333333,0.0845,0.112,0,0.055,0.024,0.009,0.006333333,0,0,0.007,0,0,0.019,0,0,0,0,0.024,0,0.09,0,0,0,0.08
14.42328571,14.379,50.2235,0,0.045,0,0.004,0.0074,0,0.019,0,0,0,0,0,0,0,0,0,0,0.074,0,0,0,0
3.90325,3.85875,7.6575,0,0.0624,0.026,0.00875,0.0085,0,0.029666667,0.006,0.102666667,0.014,0,0,0,0,0,0,0.087,0.068,0,0,0,0
0.115,0.0732,0.1165,0,0.0535,0,0.0085,0.010666667,0,0,0,0,0,0.026,0,0.084,0,0.089,0.022,0,0,0,0,0,0
0.105428571,0.059857143,0.1155,0,0.0515,0.02,0,0.007,0.081,0,0.007,0,0,0.024,0,0,0.082,0,0,0,0,0,0,0,0
0.145666667,0.105333333,0.113,0,0.052,0,0.005,0.006,0,0,0.011,0,0,0,0.02,0,0.08,0,0.025,0.084,0,0,0,0,0
0.1214,0.0758,0.119,0,0.051,0,0.005,0.007,0,0,0.006,0.082,0,0,0.02,0,0,0.091,0,0,0,0,0,0,0
0.06825,0.02525,0,0,0,0,0,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0925,0.047333333,0.107,0.08,0.054,0,0.011,0.0084,0,0,0,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0
0.178833333,0.132833333,0.1232,0,0.0582,0.02,0.009333333,0.006,0,0.023,0.006,0,0,0,0.025,0,0.094,0.094,0.021,0.087,0,0,0,0.0855,0
30.22,30.16611111,54.2382,0,54.177,0.02,0.005,0.01075,0.084,150.203,0.005666667,75.1795,0,0,0,0,0,120.511,0.0205,0,0,0,0,0,0.078
7.2318,7.1858,10.22185714,60.471,10.15414286,0,0.024666667,0.007,0.085,0.117666667,0.007,0,0.02375,0,0.016,0.093,0,0,0,0,10.416,0.082,0,0,0.086
0.1395,0.0905,0.117333333,0.083,0.056666667,0.026,0.008,0.007666667,0.091,0.027,0.008,0,0,0.021,0,0,0,0.084,0,0,0,0,0,0,0
0.1534,0.1042,0.115666667,0,0.056,0.028,0.007,0.0095,0,0,0.0085,0,0.02,0,0,0,0,0.078,0.019,0,0,0,0,0.081,0.096
0.1515,0.101833333,0.128666667,0,0.059666667,0,0,0.017666667,0.088,0,0.01,0.111,0.022,0.032,0,0,0,0,0.02,0,0,0,0.081,0,0
0.14175,0.0935,0.1245,0,0.051,0,0.008,0.0115,0,0,0.005,0.089,0.023,0,0,0,0.083,0,0.023,0,0,0,0,0,0
0.1155,0.069333333,0.121,0.087,0.0535,0,0,0.0085,0.083,0.0215,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.123428571,0.078428571,0.111333333,0,0.048333333,0,0.0045,0.01075,0,0,0.005,0,0,0.018,0,0,0,0,0,0.081,0,0.085,0.066,0,0
0.134625,0.082428571,0.121,0,0.051333333,0,0,0.01025,0,0.021,0.005333333,0,0.02,0,0,0.088,0,0,0.021,0,0.083,0,0,0,0
0.082571429,0.053125,0.111,0.077,0.045,0,0.007,0.007833333,0,0.019,0.007,0,0,0,0,0.078,0,0,0,0,0,0,0,0,0
16.86283333,16.817,25.1755,0,25.1065,0,0.005333333,0.0095,0,50.1115,0,0,0,0,0,0.092,100.313,0,0.0205,0,0,0.074,0,0.081,0
3.917375,3.86575,10.228,0.085,10.165,0,0.006,0.0104,0,30.271,0.006,0,0,0.024,0,0,0,30.413,0,0.087,0,0,0,0,0
0.154285714,0.106428571,0.12675,0,0.056,0.025,0.009666667,0.014,0,0,0.015,0.087,0.0265,0,0,0,0,0,0.024,0,0.112,0.081,0,0.089,0
0.1565,0.1075,0.11625,0,0.0535,0.021,0,0.009,0,0,0.0065,0,0,0.0205,0.022,0,0,0.074,0,0.084,0,0.093,0,0,0.088
0.122875,0.075625,0.121666667,0,0.057666667,0.024,0.007,0.009,0,0,0.005,0.082,0,0,0.02,0,0,0.091,0.021,0,0,0,0,0,0.087
0.138875,0.092,0.119,0,0.0575,0.025,0.01,0.01025,0.087,0.0235,0.008,0,0,0,0,0,0,0,0.027,0.084,0,0,0,0,0.0895
0.124375,0.085857143,0.127333333,0,0.056666667,0,0.009,0.009,0.095,0.02,0.007,0,0,0,0,0,0,0,0.027,0,0,0.087,0,0.087,0
0.143571429,0.089125,0.1165,0,0.05275,0,0.005,0.0105,0,0,0.006,0,0,0.021,0,0,0,0,0.020666667,0,0,0,0.078,0.097,0.088
0.153,0.105625,0.12,0,0.0568,0,0.007333333,0.008666667,0,0.026,0.008,0,0.024,0.024,0.022,0,0,0,0.02,0.086,0,0,0,0,0.09
0.287333333,0.231666667,0.395666667,0,0.148333333,0,0.009,0.012333333,0.596,0.02,0.0065,0,0,0.022,0,0,0,0,0.025,0,0,0,0.401,0.082,0
0.1022,0.0542,0.133,0,0.063,0,0.012,0.0075,0,0,0,0,0,0.028,0,0,0,0,0,0.097,0,0,0,0,0
0.128666667,0.0944,0.103333333,0,0.047,0.0185,0.011,0.011,0,0.017,0.0075,0.063,0,0,0,0,0,0,0,0,0,0,0.081,0.077,0
0.082428571,0.0365,0.107,0,0.052,0.018,0,0.007428571,0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0.081
0.144,0.0995,0.1126,0,0.0558,0.022,0.006333333,0.005666667,0,0.019,0.0075,0,0.021,0.026,0,0.081,0,0,0,0,0,0.085,0.081,0,0.08
0.140833333,0.093666667,0.122333333,0,0.053,0,0.005,0.01,0,0,0.0085,0.082,0.0195,0,0.027,0,0,0,0,0,0,0.083,0,0.087,0
16.828,16.78566667,33.51,0,33.44733333,0.02,0,0.005666667,0.088,0,0.005,0,0,0.017,0,0,100.269,0,0,0,0,0,0,0,0.081
0.143,0.10225,0.1184,0,0.0558,0,0.006,0.011333333,0,0.0225,0.009,0.081,0.024,0.021,0.021,0,0,0.078,0.031,0,0,0,0.093666667,0,0
0.166,0.122625,0.12,0.089,0.057333333,0.023,0.005333333,0.015,0,0.02,0.008666667,0,0.023,0.021,0.023,0,0,0,0.02,0.113,0.082,0.079,0,0,0.086
0.1144,0.073,0.118,0,0.056,0,0.011,0.007666667,0,0.022,0.005,0,0,0.026,0,0.09,0,0,0,0.087,0,0,0,0,0
0.111333333,0.067,0.1145,0,0.052,0,0.008,0.00975,0,0,0,0,0,0,0,0,0,0,0.0225,0.085,0,0,0,0,0.082
0.108777778,0.05525,0.11,0.075,0.0525,0.024,0.009,0.008666667,0,0,0.01,0,0,0,0.023,0,0.087,0,0,0,0,0,0,0,0
45.31675,36.2446,0.108,0,0.054,0.019,0.005,0.0055,0,0,0,0,0,0,0,0,0.08,0,0,0,0,0,0,0,0
6.4965,6.44725,0.339,0,0.2218,0,0.03275,0.0102,0,0.185,0.005,0,0.188,0,0.2015,0.356,0,0.26,0.021,0.412,0,0.345,0,0.084,0
0.140375,0.094125,0.125,0,0.05325,0.021,0.006,0.0085,0,0.021,0.006,0,0,0,0.022,0,0,0.079,0,0.09,0.089,0,0,0.091,0
0.1206,0.0782,0.112,0,0.0515,0.021,0,0.014666667,0.084,0,0.0055,0,0,0.02,0,0,0,0,0,0,0,0.08,0,0,0
0.150888889,0.102125,0.1116,0.0785,0.0504,0,0,0.012333333,0,0,0.0068,0,0.0205,0.026,0.022,0.075,0,0,0.016,0,0,0.085,0,0,0
0.133,0.0976,0.114666667,0.088,0.054333333,0,0,0.0075,0,0.023,0.007333333,0,0,0,0.023,0,0,0,0.024,0,0,0.077,0.085,0,0
0.084857143,0.039571429,0.094,0,0.041,0,0,0.007833333,0,0,0.005,0,0,0,0,0,0,0,0.013,0,0,0,0,0.063,0
0.103,0.057,0.135,0,0.067,0,0.014,0.01075,0,0,0,0,0,0.03,0,0,0,0,0,0,0.101,0,0,0,0
0.1015,0.05725,0.109,0,0.056,0,0,0.009,0,0.019,0.005,0,0,0,0,0,0.082,0,0,0,0,0,0,0,0
0.149,0.107166667,0.116,0.077,0.051,0,0.006,0.009,0,0.02,0,0,0,0.022,0.02,0,0.084,0,0,0.085,0,0,0.096,0,0
30.1471,30.1049,60.149,0,60.0926,0,0.005,0.0098,0,0,0.010333333,0,0.023,0.018,0,0.067,0,0,0.013,0,0,100.154,0.078,0,0
56.1828,56.1388,140.2705,0,140.1595,0,0,0.008,0,0.018,0.004,0,0,0,0,0.089,0,0,0,0,280.316,0,0,0,0
0.119375,0.0695,0.111333333,0,0.050666667,0.02,0.005,0.0086,0,0,0.006,0.076,0.019,0,0,0,0.074,0,0,0,0,0,0,0.084,0
0.1474,0.1046,0.129,0,0.052666667,0,0.0095,0.0095,0,0.0255,0.007666667,0.094,0.016,0,0.0355,0,0,0,0,0.073,0,0,0,0,0.085
0.139666667,0.091333333,0.126333333,0,0.057333333,0,0.0095,0.006333333,0,0,0.006,0,0,0,0.02,0,0,0,0.027,0.099,0,0.091,0,0,0.082
0.202625,0.15625,0.122,0,0.053875,0.022666667,0.0058,0,0.082,0,0.006666667,0.087,0.021,0.02,0,0.084,0,0,0.021,0.087,0,0,0.082,0.091,0.085
0.19325,0.14975,0.118,0.087,0.05175,0.024,0.005,0,0,0,0.0095,0,0,0.025,0.02,0.083,0,0,0.02,0,0,0.088,0,0,0
0.108857143,0.060857143,0.12,0,0.057,0,0,0.0086,0,0,0.0085,0,0.023,0,0,0,0,0,0.024,0,0,0.087,0,0.087,0
0.1405,0.0925,0.1225,0,0.0565,0.02,0.007,0.006,0,0.019,0.005,0.109,0,0.024,0,0,0,0.082,0,0,0,0,0.088,0,0.083
0.125285714,0.080857143,0.116666667,0,0.053,0,0,0.00975,0.079,0,0.006,0,0,0.02,0,0,0,0,0.024,0,0,0.0865,0,0,0
0.109125,0.065625,0.105,0,0.045666667,0.013,0.0055,0.007,0,0,0.005,0,0.021,0,0,0,0.084,0,0.023,0,0,0,0.069,0.063,0
34.551,34.50642857,120.633,0,0,0,0,0.007,0,0,0,0,0,0,0,0,90.536,0,0,0,150.542,0,0,0,0
17.65157143,17.57428571,30.68225,20.684,0.267833333,0.028,0.011333333,0.008666667,0.647,0,0.029,0,0.066,0.093,0.041,0,0,60.557,0.052,0,0,0,0,0,40.537
0.1335,0.090666667,0.119,0,0.052,0,0.0055,0.011333333,0,0,0.005,0,0.022,0.02,0,0,0,0,0.02,0.089,0,0.08,0.08,0,0
0.127428571,0.081142857,0.118666667,0,0.055333333,0.024,0.005,0.01175,0,0.024,0.009,0,0,0,0.021,0,0,0,0,0.099,0,0.091,0,0,0.08
0.16,0.107142857,0.12875,0,0.06075,0.027,0.0105,0.009666667,0,0.0265,0,0,0.028,0,0,0,0,0,0,0.096,0.095,0.098,0.088,0,0
0.122625,0.07175,0.113666667,0.0785,0.054666667,0.018,0.007,0.0092,0,0,0.006,0,0,0,0.021,0,0,0.088,0.022,0,0,0,0,0,0
0.1394,0.0984,0.11,0,0.051333333,0,0.006,0.013,0.081,0,0.0065,0,0.02,0.0215,0,0.081,0,0,0,0,0,0,0,0.077,0
0.109,0.060428571,0.1115,0,0.0505,0,0.0065,0.0086,0,0.02,0,0,0.023,0,0,0.077,0,0,0,0,0,0,0.081,0,0
0.110142857,0.061285714,0.114,0,0.054,0,0.007,0.0078,0,0,0,0,0.024,0.02,0,0,0,0,0,0,0.084,0,0,0.083,0
0.15975,0.113875,0.113,0.083,0.051666667,0.020666667,0.006,0.0075,0.087,0,0.0058,0,0.02,0,0.02,0.073,0,0,0.02,0.084,0,0,0.084,0.081,0
0.174666667,0.131166667,0.1162,0,0.058,0.026,0.005666667,0.006,0.083,0.0205,0.0105,0,0,0,0.021,0.097,0,0,0,0,0.089,0,0.083,0.083,0
0.1685,0.122,0.121666667,0.091,0.053666667,0.02,0.005,0.006,0,0,0.0055,0,0.023,0,0,0,0,0,0.024,0.085,0.087,0,0,0,0
14.43657143,14.39114286,33.51166667,0,0.053,0,0.005,0.0095,0,0.02,0.012,0,0,0.026,0,0,0,0,0,0,0,0.087,0,0,0
0.179833333,0.132833333,0.1164,0,0.054666667,0,0.0095,0.009,0.088,0.023,0.00625,0.093,0.023,0.024333333,0.025,0,0.079,0,0,0.084,0.089,0,0,0,0
0.13125,0.084375,0.1095,0.07,0.0535,0.0175,0.008333333,0.0095,0,0,0.006,0,0.02,0,0.027,0.0905,0,0,0,0,0,0,0,0.07,0
0.108571429,0.060714286,0.1185,0.084,0.0575,0.024,0,0.0086,0,0,0.0095,0,0,0,0,0,0,0,0,0.087,0,0,0,0,0
0.143857143,0.098142857,0.11825,0,0.05525,0.024,0.009,0.011,0,0.028,0.008,0.083,0.02,0.024,0,0,0.096,0,0,0.085,0.091,0,0,0,0
0.147428571,0.100428571,0.12025,0.0875,0.05475,0,0.005,0.01,0.087,0,0.008333333,0,0.0225,0.023,0,0,0.081,0,0.024,0,0,0,0,0,0
0.097571429,0.046714286,0.123,0,0.061,0,0.005,0.010333333,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.088,0,0,0
0.182166667,0.1365,0.1184,0.089,0.0572,0.022,0.0075,0.005,0,0.024,0.005,0.084,0,0,0.021333333,0,0,0,0,0,0.0855,0.087,0,0,0
0.109833333,0.065333333,0.112,0,0.051,0.022,0,0.009,0,0,0.0075,0,0.021,0,0,0,0,0,0,0,0.083,0,0,0.076,0
24.70388889,24.596,55.272,0.08,55.18825,0,0.008,0.0084,0,0,0.005,0,0.022,0.02,0,0,150.298,0,0,0.082,0,0,0,0,70.483
1.332111111,1.236111111,2.7015,0,2.626,0.027,0.007333333,0.0106,0,0.049,0.01,0,0,0,0.021,0,10.403,0,0.021,0,0.09,0,0.082,0,0.088
0.154,0.107571429,0.1335,0,0.06025,0,0.0115,0.009333333,0.088,0,0.0055,0,0,0.028,0.021,0,0,0.087,0,0.127,0,0.086,0,0,0
0.183,0.12575,0.124,0,0.058666667,0.021,0.007,0.006,0,0,0.011,0,0.02,0,0,0.087,0,0,0.032,0,0.093,0.082,0,0,0
0.161666667,0.115166667,0.12375,0,0.056,0.024,0.009,0.0075,0,0,0.007,0.092,0,0.017,0.02,0,0,0,0.022,0,0,0,0.081,0.0855,0
0.123166667,0.070666667,0.115,0.084,0.0555,0.02,0.0055,0.012,0,0,0,0,0,0,0.021,0,0,0,0,0,0,0,0.083,0,0
0.1528,0.1032,0.114333333,0.085,0.056666667,0,0.008,0.011,0,0,0.008,0,0.024,0,0.021,0,0,0,0.027,0,0,0.084,0.08,0,0
0.096833333,0.046166667,0.125,0,0.05,0,0,0.0058,0,0.02,0.005,0,0,0,0,0,0,0,0,0.09,0,0,0,0,0
0.1344,0.0898,0.102333333,0,0.049333333,0,0,0.006,0,0.02,0.006,0,0.021,0.018,0,0,0,0,0,0,0.059,0.077,0,0,0.09
0.146833333,0.104833333,0.11725,0,0.054,0.018,0.011,0.0055,0,0,0.007,0,0.026,0,0.018,0.085,0,0.093,0.024,0,0,0,0.094,0,0.075
0.0995,0.0475,0.104,0,0.047,0,0.005,0.0098,0.074,0.014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32.802875,32.754875,43.62583333,0,43.53033333,45.141,0.007,0.0085,85.419,0.021,0,90.425,100.201,0,70.319,0,0,0,0.02,0,0,0,0.102,0,0.0855
0.139555556,0.088444444,0.13,0.083,0.0665,0.021,0.007666667,0.0108,0,0.023,0.00675,0.098,0,0,0,0,0,0,0.026,0.094,0,0.115,0,0,0
0.169222222,0.120666667,0.128666667,0,0.061833333,0.027,0.008,0.008666667,0,0.021,0.007666667,0,0,0.023,0,0,0,0.087,0.025,0,0.1,0,0,0.094333333,0.09
0.113166667,0.068833333,0.1275,0,0.0655,0,0.005,0.0075,0.101,0,0.015,0,0,0.02,0.03,0,0,0,0,0,0,0,0.085,0,0
0.157,0.1114,0.131666667,0,0.064666667,0,0.009,0.0145,0,0.0235,0.006,0,0,0.03,0,0,0,0,0,0,0,0,0,0.0985,0.09
0.1095,0.0645,0.1095,0,0.057,0.025,0.01,0.008,0,0.023,0,0,0,0,0,0,0,0,0,0,0.077,0,0,0.09,0
0.141,0.0925,0.12,0,0.055,0.025,0.01,0.012,0.0845,0,0.01,0,0,0.026,0,0,0,0,0.025,0,0,0,0.087,0,0
0.114,0.0674,0.1075,0,0.049,0,0.006,0.006,0,0.022,0.007,0,0,0.017,0,0.069,0,0,0,0,0.085,0,0,0,0
0.089,0.050142857,0.091,0,0.045,0,0.02,0.0094,0.05,0.032,0.005,0,0,0,0,0,0,0,0.014,0,0,0,0,0.081,0
0.178875,0.092375,0.12125,0.103,0.05725,0.029,0.009,0.00675,0,0.021,0.012,0,0,0.026,0,0.093,0,0,0,0.091,0,0,0,0,0.064
11.263,11.21411111,25.1645,0,25.098,0.025,0.0075,0.009,0.092,0.022,0.006,0,0.019,0,0,0,100.259,0.09,0,0,0,0,0.08,0,0
0.1232,0.0766,0.119,0,0.0595,0,0.008333333,0.006,0,0.023,0,0,0,0,0.029,0.084,0,0,0.02,0.091,0,0,0,0,0
0.072,0.025166667,0,0,0,0,0,0.007333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.1416,0.096,0.114666667,0,0.05,0,0.005,0.0075,0,0,0.005,0,0,0,0.0165,0.069,0.088,0,0.02,0,0,0,0.093,0,0
0.147857143,0.102285714,0.12425,0,0.0565,0.028,0.009,0.007666667,0.09,0.023,0.006,0,0.019,0.023,0,0,0,0,0,0.083,0.089,0,0.1,0,0
0.165142857,0.088,0.125666667,0,0.062666667,0.023,0.006,0.0135,0,0,0.0055,0.088,0,0.0215,0,0,0,0.092,0,0,0.099,0,0,0,0
0.160555556,0.109,0.1222,0,0.053,0,0.00675,0.007666667,0,0,0.005,0,0.0245,0.021,0,0.084,0,0.088,0.0205,0.086,0,0,0,0,0
0.181,0.138333333,0.1274,0,0.0552,0.021,0,0.007,0.092,0,0.0062,0,0.022,0,0.022,0.093,0,0,0,0,0.092,0,0,0.091,0
0.193857143,0.147428571,0.126666667,0,0.059666667,0.021,0.006,0.014,0,0.024,0.0064,0,0,0.022,0.02,0,0,0.095,0.023,0,0.0875,0,0,0.093,0.0905
0.174142857,0.126428571,0.124,0.079,0.0566,0.022,0.008,0.0185,0,0,0.005666667,0.087,0.023,0.021,0.022,0,0.092,0,0,0.094,0,0,0,0,0
38.97285714,38.92285714,0.124,0.095,0.066,0,0.011,0.010333333,0,0.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.6985,2.65675,0.475,0,0.27725,0.191,0.015,0.007,0,0.103,0.107,0,0,0.04,0,0.265,0,0,0.277,0,0,0,0.545,0.3645,0
0.12775,0.081375,0.1115,0.091,0.0515,0.022,0.006,0.00525,0,0,0.007666667,0,0,0,0.0245,0,0,0,0.016,0,0.073,0,0.0755,0,0
0.128,0.082142857,0.121,0,0.056333333,0.026,0.011,0.007,0,0.023,0.0095,0,0,0,0.028,0,0,0,0,0.089,0.087,0.091,0,0,0
0.126714286,0.081428571,0.118333333,0,0.051666667,0.018,0,0.01125,0.087,0.02,0.005666667,0,0.021,0,0,0,0,0,0,0,0,0.082,0,0,0
0.097,0.050333333,0.115,0,0.06,0,0,0.0118,0,0.026,0.009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.087
0.141428571,0.097,0.118,0,0.0515,0.022,0.008,0.006333333,0,0.021,0.006,0,0,0,0.019,0,0,0.0805,0,0,0,0.089,0,0.076,0
0.1356,0.083,0.1285,0.084,0.062,0,0.009,0.008333333,0,0.026,0.006,0,0,0.023,0,0,0,0,0,0,0,0.099,0,0,0
0.1214,0.0744,0.1185,0,0.051,0.02,0.005,0.009333333,0,0,0.005,0.077,0,0,0,0,0,0,0,0,0,0,0.081,0,0
0.184833333,0.133833333,0.122,0,0.0558,0.023,0.007,0.006,0.086,0.023,0.0065,0.093,0,0.023,0.016,0,0,0,0.022,0,0,0.086,0.091,0,0.087
0.1042,0.0524,0.129,0,0.063,0,0.009,0.00675,0,0.026,0,0,0,0,0,0,0.093,0,0,0,0,0,0,0,0
0.128142857,0.083285714,0.121666667,0,0.053666667,0,0.006,0.01175,0,0.0225,0.007,0,0,0.021,0,0,0,0.0915,0,0,0,0.084,0,0,0
43.04214286,42.99642857,75.18325,0,75.1205,0.026,0.009,0.01,0.084,0.02,0.005,0,0,0,0,300.347,0,0,0.021,0,0,0,0.089,0,0.083
0.1225,0.075375,0.127333333,0.094,0.053666667,0,0.006,0.009,0,0,0.0085,0,0.02,0,0,0,0.092,0,0.027,0,0,0.091,0,0,0
0.1275,0.07575,0.118,0,0.054333333,0.0205,0.005666667,0.0112,0,0,0,0,0,0.015,0,0,0,0.084,0,0,0,0.073,0,0,0.095
0.094,0.046166667,0.112,0,0.06,0,0.009,0.0082,0,0,0.015,0,0,0,0.058,0,0,0,0.025,0.087,0,0,0,0,0
0.162,0.1088,0.125333333,0,0.055,0,0,0.009,0,0,0.008666667,0,0,0.0255,0,0,0.093,0,0.02,0,0,0.083,0,0,0
0.146285714,0.093285714,0.142333333,0,0.062666667,0.021,0.0075,0.01175,0,0.038,0.014,0,0,0,0.025,0,0.097,0.095,0,0,0.101,0,0,0,0
0.149142857,0.1,0.1155,0.082,0.05075,0,0.006,0.011666667,0,0.022,0.0055,0,0.019,0,0,0.086,0,0,0.0205,0,0,0.087,0.079,0,0
0.101166667,0.048666667,0.133,0,0.072,0,0,0.0078,0,0,0.01,0.102,0,0,0.026,0,0,0,0,0,0,0,0,0,0
0.113,0.06325,0.129,0,0.056,0,0,0.011666667,0,0,0.012,0,0,0,0,0,0,0,0.028,0,0,0,0,0,0.085
38.59466667,38.54283333,115.5265,0,0,0,0,0.0075,0,0,0,0,0,0,0,0,0,0,0,0,0,115.4835,0,0,0
6.4205,6.3685,25.362,0,0.1825,0,0.011,0.0075,0,0.101,0.008,0,0.087,0.086,0,50.548,0,0,0.022,0,0,0,0,0,0.095
0.153,0.1024,0.113333333,0,0.056333333,0,0.01,0.01,0,0.023,0.005,0,0.024,0.025,0,0,0.087,0,0,0,0.077,0.091,0,0,0
